Scientific Name,Drugs.com URL,Adult Dosage,Pediatric Dosage,Renal Dose,Liver Dose
TOLVAPTAN,https://www.drugs.com/dosage/tolvaptan.html,"for:




Hyponatremia


Hyponatremia, euvolemic




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ESMOLOL,https://www.drugs.com/dosage/esmolol.html,"for:




Atrial Fibrillation


Atrial Flutter


Supraventricular Tachycardia


Intra- or Post-op SVT or Hypertension




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
DARUNAVIR,https://www.drugs.com/dosage/darunavir.html,"for:




HIV Infection","for:




HIV Infection




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
PREGABALIN,https://www.drugs.com/dosage/pregabalin.html,"for:




Diabetic Neuropathy


Postherpetic Neuralgia


Epilepsy


Fibromyalgia


Neuropathic Pain","for:




Epilepsy








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
"EMPAGLIFLOZIN, LINAGLIPTIN",https://www.drugs.com/dosage/empagliflozin-linagliptin.html,"for:




Diabetes Type 2




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
AXITINIB,https://www.drugs.com/dosage/axitinib.html,"for:




Renal Cell Carcinoma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
DEFIBROTIDE,https://www.drugs.com/dosage/defibrotide.html,"for:




Hepatic Veno-Occlusive Disease","for:




Hepatic Veno-Occlusive Disease




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
AFATINIB,https://www.drugs.com/dosage/afatinib.html,"for:




Non-Small Cell Lung Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
VERICIGUAT,https://www.drugs.com/dosage/vericiguat.html,"for:




Heart Failure




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
IBRUTINIB,https://www.drugs.com/dosage/ibrutinib.html,"for:




Chronic Lymphocytic Leukemia


Waldenstrom's Macroglobulinemia


Graft Versus Host Disease","for:




Graft Versus Host Disease




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ENTECAVIR,https://www.drugs.com/dosage/entecavir.html,"for:




Chronic Hepatitis B","for:




Chronic Hepatitis B




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
IVABRADINE,https://www.drugs.com/dosage/ivabradine.html,"for:




Congestive Heart Failure","for:




Congestive Heart Failure




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
"PIPERACILLIN, Tazobactam",https://www.drugs.com/dosage/piperacillin-tazobactam.html,"for:




Appendicitis


Peritonitis


Intraabdominal Infection


Nosocomial Pneumonia


Skin or Soft Tissue Infection


Skin and Structure Infection


Pelvic Inflammatory Disease


Endometritis


Pneumonia


Surgical Prophylaxis


Pyelonephritis","for:




Peritonitis


Appendicitis


Intraabdominal Infection


Nosocomial Pneumonia


Bacterial Infection


Endocarditis


Skin or Soft Tissue Infection


Skin and Structure Infection


Surgical Prophylaxis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
ERLOTINIB,https://www.drugs.com/dosage/erlotinib.html,"for:




Non-Small Cell Lung Cancer


Pancreatic Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
"ABACAVIR, LAMIVUDINE",https://www.drugs.com/dosage/abacavir-lamivudine.html,"for:




HIV Infection


Occupational Exposure","for:




HIV Infection




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
MACITENTAN,https://www.drugs.com/dosage/macitentan.html,"for:




Pulmonary Hypertension




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
TRANEXAMIC ACID,https://www.drugs.com/dosage/tranexamic-acid.html,"for:




Bleeding


Menstrual Disorders","for:




Bleeding


Menstrual Disorders




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
FOSCARNET,https://www.drugs.com/dosage/foscarnet.html,"for:




CMV Retinitis


Herpes Simplex - Mucocutaneous/Immunocompromised Host


CMV Gastroenteritis


Varicella-Zoster","for:




CMV Retinitis


Herpes Simplex - Mucocutaneous/Immunocompromised Host


CMV Gastroenteritis


Varicella-Zoster








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
IPILIMUMAB,https://www.drugs.com/dosage/ipilimumab.html,"for:




Melanoma - Metastatic


Renal Cell Carcinoma


Colorectal Cancer


Hepatocellular Carcinoma


Non-Small Cell Lung Cancer


Malignant Pleural Mesothelioma


Esophageal Carcinoma","for:




Melanoma - Metastatic


Colorectal Cancer








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
DACARBAZINE,https://www.drugs.com/dosage/dacarbazine.html,"for:




Malignant Melanoma


Hodgkin's Disease




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
DALFAMPRIDINE,https://www.drugs.com/dosage/dalfampridine.html,"for:




Multiple Sclerosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
RAMIPRIL,https://www.drugs.com/dosage/ramipril.html,"for:




Hypertension


Congestive Heart Failure


Cardiovascular Risk Reduction




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
SELPERCATINIB,https://www.drugs.com/dosage/selpercatinib.html,"for:




Non-Small Cell Lung Cancer


Solid Tumors


Thyroid Cancer","for:




Solid Tumors


Thyroid Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ALFENTANIL,https://www.drugs.com/dosage/alfentanil.html,"for:




Anesthesia


Pain","for:




Anesthesia


Pain








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
DEFEROXAMINE,https://www.drugs.com/dosage/deferoxamine.html,"for:




Iron Poisoning - Acute


Iron Poisoning - Chronic","for:




Iron Poisoning - Acute


Iron Poisoning - Chronic




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
PYRAZINAMIDE,https://www.drugs.com/dosage/pyrazinamide.html,"for:




Tuberculosis - Active


Tuberculosis - Latent","for:




Tuberculosis - Extrapulmonary


Tuberculosis - Active




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
SIMETHICONE,https://www.drugs.com/dosage/simethicone.html,"for:




Dyspepsia


Flatulence","for:




Flatulence




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
TINIDAZOLE,https://www.drugs.com/dosage/tinidazole.html,"for:




Trichomoniasis


Giardiasis


Amebiasis


Bacterial Vaginosis","for:




Giardiasis


Amebiasis


Trichomoniasis








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
TRIPTORELIN,https://www.drugs.com/dosage/triptorelin.html,"for:




Prostate Cancer","for:




Precocious Puberty




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
BUDESONIDE,https://www.drugs.com/dosage/budesonide.html,"for:




Asthma - Maintenance


Crohn's Disease - Acute


Crohn's Disease - Maintenance


Ulcerative Colitis


Eosinophilic Esophagitis


Primary Immunoglobulin A Nephropathy","for:




Asthma - Maintenance


Crohn's Disease - Acute


Eosinophilic Esophagitis








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
FILGRASTIM,https://www.drugs.com/dosage/filgrastim.html,"for:




Neutropenia Associated with Chemotherapy


Bone Marrow Transplantation


Peripheral Progenitor Cell Transplantation


Neutropenia


Neutropenia Associated with Radiation","for:




Neutropenia Associated with Chemotherapy


Bone Marrow Transplantation


Peripheral Progenitor Cell Transplantation


Neutropenia


Neutropenia Associated with Radiation




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
HYDROXOCOBALAMIN,https://www.drugs.com/dosage/hydroxocobalamin.html,"for:




Schilling Test


Vitamin B12 Deficiency


Cyanide Poisoning


Vitamin/Mineral Supplementation","for:




Schilling Test


Vitamin B12 Deficiency


Vitamin/Mineral Supplementation








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
Midostaurin,https://www.drugs.com/dosage/midostaurin.html,"for:




Acute Myeloid Leukemia


Systemic Mastocytosis


Leukemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
MEDROXYPROGESTERONE ACETATE,https://www.drugs.com/dosage/medroxyprogesterone-acetate.html,"for:




Endometriosis


Endometrial Hyperplasia - Prophylaxis


Contraception


Abnormal Uterine Bleeding


Amenorrhea


Renal Cell Carcinoma


Endometrial Carcinoma","for:




Contraception




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
OXCARBAZEPINE,https://www.drugs.com/dosage/oxcarbazepine.html,"for:




Epilepsy","for:




Epilepsy




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
FAMCICLOVIR,https://www.drugs.com/dosage/famciclovir.html,"for:




Herpes Simplex - Mucocutaneous/Immunocompetent Host


Herpes Simplex - Mucocutaneous/Immunocompromised Host


Herpes Simplex - Suppression


Herpes Zoster


Herpes Simplex Labialis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
Berotralstat,https://www.drugs.com/dosage/berotralstat.html,"for:




Angioedema","for:




Angioedema




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
MAGALDRATE,https://www.drugs.com/dosage/magaldrate.html,"for:




Dyspepsia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis",,,
BIMEKIZUMAB,https://www.drugs.com/dosage/bimekizumab.html,"for:




Plaque Psoriasis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
FLUMAZENIL,https://www.drugs.com/dosage/flumazenil.html,"for:




Reversal of Sedation


Benzodiazepine Overdose","for:




Reversal of Sedation




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
REVEFENACIN,https://www.drugs.com/dosage/revefenacin.html,"for:




Chronic Obstructive Pulmonary Disease - Maintenance




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
LANSOPRAZOLE,https://www.drugs.com/dosage/lansoprazole.html,"for:




Erosive Esophagitis


Duodenal Ulcer


Duodenal Ulcer Prophylaxis


Duodenal Ulcer Maintenance


Gastroesophageal Reflux Disease


Gastric Ulcer


Multiple Endocrine Adenomas


Systemic Mastocytosis


Zollinger-Ellison Syndrome


Helicobacter pylori Infection


NSAID-Induced Gastric Ulcer


NSAID-Induced Ulcer Prophylaxis","for:




Gastroesophageal Reflux Disease


Erosive Esophagitis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
RANIBIZUMAB,https://www.drugs.com/dosage/ranibizumab.html,"for:




Macular Degeneration


Diabetic Retinopathy


Macular Edema




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
DIPYRIDAMOLE,https://www.drugs.com/dosage/dipyridamole.html,"for:




Thromboembolic Stroke Prophylaxis


Thallium Myocardial Imaging","for:




Thromboembolic Stroke Prophylaxis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
ONASEMNOGENE ABEPARVOVEC,https://www.drugs.com/dosage/onasemnogene-abeparvovec.html,,"for:




Spinal Muscular Atrophy




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
PACLITAXEL,https://www.drugs.com/dosage/paclitaxel.html,"for:




Ovarian Cancer


Breast Cancer


Breast Cancer - Adjuvant


Non-Small Cell Lung Cancer


Kaposi's Sarcoma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
EPTINEZUMAB,https://www.drugs.com/dosage/eptinezumab.html,"for:




Migraine Prophylaxis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
BASILIXIMAB,https://www.drugs.com/dosage/basiliximab.html,"for:




Organ Transplant - Rejection Prophylaxis","for:




Organ Transplant - Rejection Prophylaxis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
VASOPRESSIN,https://www.drugs.com/dosage/vasopressin.html,"for:




Hypotension


Shock


Diabetes Insipidus


Abdominal Distension


Abdominal Radiological Procedure




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
BROMOCRIPTINE,https://www.drugs.com/dosage/bromocriptine.html,"for:




Hyperprolactinemia


Acromegaly


Parkinson's Disease


Diabetes Type 2","for:




Hyperprolactinemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
GUAIFENESIN,https://www.drugs.com/dosage/guaifenesin.html,"for:




Cough","for:




Cough




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dialysis


Other Comments",,
GENTAMICIN,https://www.drugs.com/dosage/gentamicin.html,"for:




Osteomyelitis


Skin or Soft Tissue Infection


Bacterial Infection


Urinary Tract Infection


Sepsis


Burns - External


Endocarditis


Meningitis


CNS Infection


Intraabdominal Infection


Peritonitis


Upper Respiratory Tract Infection


Pneumonia


Bacteremia


Surgical Prophylaxis


Pelvic Inflammatory Disease


Plague


Tularemia


Bartonellosis","for:




Sepsis


Burns - External


Urinary Tract Infection


Bacterial Infection


Upper Respiratory Tract Infection


Skin or Soft Tissue Infection


Osteomyelitis


Endocarditis


Meningitis


CNS Infection


Intraabdominal Infection


Peritonitis


Surgical Prophylaxis


Pelvic Inflammatory Disease


Tularemia


Bartonellosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
PAROXETINE,https://www.drugs.com/dosage/paroxetine.html,"for:




Depression


Major Depressive Disorder


Social Anxiety Disorder


Panic Disorder


Premenstrual Dysphoric Disorder


Obsessive Compulsive Disorder


Post Traumatic Stress Disorder


Generalized Anxiety Disorder


Postmenopausal Symptoms",,,
SELUMETINIB,https://www.drugs.com/dosage/selumetinib.html,,"for:




Fibromatosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
PEGINTERFERON ALFA-2A,https://www.drugs.com/dosage/peginterferon-alfa-2a.html,"for:




Chronic Hepatitis C


Chronic Hepatitis B","for:




Chronic Hepatitis C




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
FLUVASTATIN,https://www.drugs.com/dosage/fluvastatin.html,"for:




Hyperlipidemia


Hyperlipoproteinemia Type IIa (Elevated LDL)


Hyperlipoproteinemia Type IIb (Elevated LDL + VLDL)


Dyslipidemia


Prevention of Cardiovascular Disease","for:




Heterozygous Familial Hypercholesterolemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
APOMORPHINE,https://www.drugs.com/dosage/apomorphine.html,"for:




Parkinson's Disease




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
INSULIN GLULISINE,https://www.drugs.com/dosage/insulin-glulisine.html,"for:




Diabetes Type 1


Diabetes Type 2


Diabetic Ketoacidosis


Nonketotic Hyperosmolar Syndrome","for:




Diabetes Type 1




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
PLASMA PROTEIN FRACTION,https://www.drugs.com/dosage/plasma-protein-fraction.html,"for:




Shock","for:




Shock




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
UBROGEPANT,https://www.drugs.com/dosage/ubrogepant.html,"for:




Migraine




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
MEFENAMIC ACID,https://www.drugs.com/dosage/mefenamic-acid.html,"for:




Pain


Dysmenorrhea","for:




Pain


Dysmenorrhea




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ENZALUTAMIDE,https://www.drugs.com/dosage/enzalutamide.html,"for:




Prostate Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
AMISULPRIDE,https://www.drugs.com/dosage/amisulpride.html,"for:




Nausea/Vomiting - Postoperative




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
AMINOPHYLLINE,https://www.drugs.com/dosage/aminophylline.html,"for:




Asthma - Acute","for:




Asthma - Acute




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
ANAKINRA,https://www.drugs.com/dosage/anakinra.html,"for:




Rheumatoid Arthritis


Cryopyrin-Associated Periodic Syndrome


Interleukin-1 Receptor Antagonist Deficiency


COVID-19","for:




Cryopyrin-Associated Periodic Syndrome


Interleukin-1 Receptor Antagonist Deficiency




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
TERIFLUNOMIDE,https://www.drugs.com/dosage/teriflunomide.html,"for:




Multiple Sclerosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
POTASSIUM CHLORIDE,https://www.drugs.com/dosage/potassium-chloride.html,"for:




Hypokalemia


Prevention of Hypokalemia","for:




Hypokalemia


Prevention of Hypokalemia








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
SOFOSBUVIR,https://www.drugs.com/dosage/sofosbuvir.html,"for:




Chronic Hepatitis C","for:




Chronic Hepatitis C




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
"DORAVIRINE, LAMIVUDINE, TENOFOVIR DISOPROXIL",https://www.drugs.com/dosage/doravirine-lamivudine-tenofovir-disoproxil.html,"for:




HIV Infection","for:




HIV Infection




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
DARBEPOETIN ALFA,https://www.drugs.com/dosage/darbepoetin-alfa.html,"for:




Anemia Associated with Chronic Renal Failure


Anemia Associated with Chemotherapy","for:




Anemia Associated with Chronic Renal Failure




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
CABAZITAXEL,https://www.drugs.com/dosage/cabazitaxel.html,"for:




Prostate Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
DEXMEDETOMIDINE,https://www.drugs.com/dosage/dexmedetomidine.html,"for:




Sedation",,,
OXYTOCIN,https://www.drugs.com/dosage/oxytocin.html,"for:




Labor Augmentation


Labor Induction


Postpartum Bleeding


Abortion








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
EXEMESTANE,https://www.drugs.com/dosage/exemestane.html,"for:




Breast Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
AGALSIDASE BETA,https://www.drugs.com/dosage/agalsidase-beta.html,"for:




Fabry Disease","for:




Fabry Disease




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
BENRALIZUMAB,https://www.drugs.com/dosage/benralizumab.html,"for:




Asthma","for:




Asthma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
ANASTROZOLE,https://www.drugs.com/dosage/anastrozole.html,"for:




Breast Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
PERTUZUMAB,https://www.drugs.com/dosage/pertuzumab.html,"for:




Breast Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
SACITUZUMAB GOVITECAN,https://www.drugs.com/dosage/sacituzumab-govitecan.html,"for:




Breast Cancer


Urothelial Carcinoma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
TOCILIZUMAB,https://www.drugs.com/dosage/tocilizumab.html,"for:




Rheumatoid Arthritis


Giant Cell Arteritis


Interstitial Lung Disease


Cytokine-Associated Toxicity


COVID-19","for:




Juvenile Idiopathic Arthritis


Cytokine-Associated Toxicity


COVID-19








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ALBUMIN HUMAN,https://www.drugs.com/dosage/albumin-human.html,"for:




Peritonitis


Shock


Pancreatitis


Burns - External


Hypoproteinemia


Postoperative Albumin Loss","for:




Peritonitis


Shock


Pancreatitis


Burns - External


Hypoproteinemia


Postoperative Albumin Loss








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ESOMEPRAZOLE,https://www.drugs.com/dosage/esomeprazole.html,"for:




Gastroesophageal Reflux Disease


Erosive Esophagitis


Helicobacter pylori Infection


NSAID-Induced Gastric Ulcer


Zollinger-Ellison Syndrome


Pathological Hypersecretory Conditions


Duodenal Ulcer Prophylaxis


Gastric Ulcer Prophylaxis","for:




Gastroesophageal Reflux Disease


Erosive Esophagitis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
TRETINOIN,https://www.drugs.com/dosage/tretinoin.html,"for:




Acute Promyelocytic Leukemia","for:




Acute Promyelocytic Leukemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
DORAVIRINE,https://www.drugs.com/dosage/doravirine.html,"for:




HIV Infection","for:




HIV Infection




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
BENZOYL PEROXIDE,https://www.drugs.com/dosage/benzoyl-peroxide.html,"for:




Acne","for:




Acne




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
MELPHALAN,https://www.drugs.com/dosage/melphalan.html,"for:




Multiple Myeloma


Ovarian Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ZOLEDRONIC ACID,https://www.drugs.com/dosage/zoledronic-acid.html,"for:




Osteolytic Bone Lesions of Multiple Myeloma


Osteolytic Bone Metastases of Solid Tumors


Hypercalcemia of Malignancy


Paget's Disease


Osteoporosis


Prevention of Osteoporosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
TIRZEPATIDE,https://www.drugs.com/dosage/tirzepatide.html,"for:




Diabetes Type 2




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ALTEPLASE,https://www.drugs.com/dosage/alteplase.html,"for:




Myocardial Infarction


Pulmonary Embolism


Ischemic Stroke


Thrombotic/Thromboembolic Disorder","for:




Thrombotic/Thromboembolic Disorder




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
SECUKINUMAB,https://www.drugs.com/dosage/secukinumab.html,"for:




Plaque Psoriasis


Psoriatic Arthritis


Ankylosing Spondylitis


Non-Radiographic Axial Spondyloarthritis


Hidradenitis Suppurativa","for:




Plaque Psoriasis


Juvenile Psoriatic Arthritis


Enthesitis-Related Arthritis








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
ADENOSINE,https://www.drugs.com/dosage/adenosine.html,"for:




Radionuclide Myocardial Perfusion Study


Supraventricular Tachycardia


Wolff-Parkinson-White Syndrome","for:




Supraventricular Tachycardia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
INSULIN DEGLUDEC,https://www.drugs.com/dosage/insulin-degludec.html,"for:




Diabetes Type 1


Diabetes Type 2","for:




Diabetes Type 1


Diabetes Type 2




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
INTERFERON BETA-1A,https://www.drugs.com/dosage/interferon-beta-1a.html,"for:




Multiple Sclerosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
NIFEDIPINE,https://www.drugs.com/dosage/nifedipine.html,"for:




Hypertension


Angina Pectoris Prophylaxis


Angina Pectoris




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
DASATINIB,https://www.drugs.com/dosage/dasatinib.html,"for:




Leukemia","for:




Leukemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
"CILASTATIN, IMIPENEM",https://www.drugs.com/dosage/cilastatin-imipenem.html,"for:




Endocarditis


Intraabdominal Infection


Joint Infection


Osteomyelitis


Pneumonia


Pyelonephritis


Septicemia


Bacterial Infection


Urinary Tract Infection


Bronchitis


Pelvic Infections


Endometritis


Bacteremia


Skin or Soft Tissue Infection


Skin and Structure Infection


Nosocomial Pneumonia


Peritonitis","for:




Bacteremia


Endocarditis


Intraabdominal Infection


Joint Infection


Osteomyelitis


Pneumonia


Pyelonephritis


Septicemia


Bacterial Infection


Urinary Tract Infection


Skin and Structure Infection


Bronchitis


Pelvic Infections


Endometritis


Peritonitis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
